study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-12Y,CONTROL,INSTAGRAM,1779013139000,1779014884045,1745045,1745045,4425,399,82.26,CRITICAL,SENTIMENT_UNRELIABLE,,0.549681166442522
P-19X,INTERVENTION,INSTAGRAM,1779013704000,1779014073916,369916,300996,10067,40,36.33,WARNING,SENTIMENT_UNRELIABLE,,0.917205852983685
P-06Y,CONTROL,TIKTOK,1779013995000,1779015705039,1710039,1710039,5363,323,99.0,CRITICAL,RELIABLE,76.0820616139606,0.294924596088181
P-17X,INTERVENTION,TIKTOK,1779014742000,1779015658350,916350,880218,7520,127,49.88,WARNING,RELIABLE,40.8875108784951,0.059811927062173
P-11X,INTERVENTION,TIKTOK,1779014803000,1779015749449,946449,814330,6852,136,80.61,CRITICAL,RELIABLE,81.6748250047915,0.31857117471148
P-28Y,CONTROL,FACEBOOK,1779015307000,1779016054934,747934,747934,9902,81,47.2,WARNING,RELIABLE,53.8659387902176,0.321914274400087
P-14Y,CONTROL,FACEBOOK,1779015806000,1779017680152,1874152,1874152,8358,222,92.68,CRITICAL,RELIABLE,87.4314628597369,0.050371207587502
P-46Y,CONTROL,FACEBOOK,1779015998000,1779016535221,537221,537221,15024,37,0.0,SAFE,RELIABLE,4.7815801599034,0.386058531353551
P-06Y,CONTROL,INSTAGRAM,1779016026000,1779018591431,2565431,2565431,6326,404,98.24,CRITICAL,SENTIMENT_UNRELIABLE,,0.72555443417456
P-04Y,CONTROL,TIKTOK,1779016345000,1779018907528,2562528,2562528,5179,500,99.0,CRITICAL,RELIABLE,78.8706907876001,0.293674575781865
P-18Y,CONTROL,INSTAGRAM,1779016457000,1779017326616,869616,869616,13584,62,42.21,WARNING,RELIABLE,54.4960543748354,0.361368850803355
P-05X,INTERVENTION,INSTAGRAM,1779016519000,1779020495581,3976581,3826118,1942,2045,99.0,CRITICAL,RELIABLE,90.0648396807026,0.408459760584395
P-19X,INTERVENTION,FACEBOOK,1779016559000,1779017324415,765415,765415,17942,44,28.32,SAFE,RELIABLE,29.8317766835826,0.306350394859902
P-27X,INTERVENTION,TIKTOK,1779017638000,1779018872852,1234852,1147006,8093,155,52.17,WARNING,RELIABLE,37.3759423738395,0.163146655439071
P-04Y,CONTROL,TIKTOK,1779018126000,1779021024678,2898678,2898678,3973,733,99.0,CRITICAL,RELIABLE,58.0704107938062,0.288953904866709
P-03X,INTERVENTION,INSTAGRAM,1779018539000,1779021345325,2806325,2648067,6896,412,99.0,CRITICAL,RELIABLE,99.701528883133,0.171011362761644
P-06Y,CONTROL,TIKTOK,1779018659000,1779019754907,1095907,1095907,2448,447,99.0,CRITICAL,RELIABLE,87.3894765987097,0.201616840495086
P-12Y,CONTROL,TIKTOK,1779018796000,1779019623467,827467,827467,5952,145,78.6,CRITICAL,RELIABLE,75.3489946088697,0.157489656454239
P-16Y,CONTROL,TIKTOK,1779019420000,1779021688473,2268473,2268473,7875,286,97.99,CRITICAL,RELIABLE,83.8262146733992,0.207348325543069
P-11X,INTERVENTION,INSTAGRAM,1779020550000,1779021835110,1285110,1264160,4112,313,76.38,CRITICAL,SENTIMENT_UNRELIABLE,,0.547488058614857
P-02Y,CONTROL,FACEBOOK,1779020721000,1779022375474,1654474,1654474,4138,398,99.0,CRITICAL,RELIABLE,90.3338441489306,0.247670719223162
P-03X,INTERVENTION,FACEBOOK,1779021308000,1779022735866,1427866,1260225,3059,470,99.0,CRITICAL,RELIABLE,75.2321758826829,0.069563741255117
P-14Y,CONTROL,TIKTOK,1779021311000,1779022130324,819324,819324,6451,129,81.17,CRITICAL,RELIABLE,86.6735304790088,0.133445445999406
P-19X,INTERVENTION,FACEBOOK,1779021576000,1779022480390,904390,904390,16712,55,28.74,SAFE,RELIABLE,25.0471715058327,0.405469695645001
P-07X,INTERVENTION,INSTAGRAM,1779021901000,1779025605175,3704175,3585033,6599,560,99.0,CRITICAL,RELIABLE,97.2855898054712,0.080169279463693
P-02Y,CONTROL,FACEBOOK,1779022118000,1779023899981,1781981,1781981,5046,350,98.52,CRITICAL,RELIABLE,65.3028270079694,0.078301295953656
P-23X,INTERVENTION,INSTAGRAM,1779022829000,1779023481869,652869,649896,12270,53,41.45,WARNING,RELIABLE,53.9548187144726,0.076049458945073
P-48Y,CONTROL,TIKTOK,1779023580000,1779024229629,649629,649629,14033,44,8.83,SAFE,SENTIMENT_UNRELIABLE,,0.703220361919591
P-32Y,CONTROL,FACEBOOK,1779023948000,1779024299001,351001,351001,12855,29,29.41,SAFE,RELIABLE,45.5402009749217,0.294306829427322
P-14Y,CONTROL,TIKTOK,1779024159000,1779025981250,1822250,1822250,5537,330,91.07,CRITICAL,RELIABLE,68.1471459207536,0.162888355934032
P-04Y,CONTROL,FACEBOOK,1779024594000,1779025830466,1236466,1236466,2594,479,98.09,CRITICAL,RELIABLE,73.5947275298969,0.381107298749015
P-40Y,CONTROL,TIKTOK,1779026054000,1779026227352,173352,173352,24760,12,0.0,SAFE,RELIABLE,9.0033031471562,0.28767893644423
P-12Y,CONTROL,TIKTOK,1779026083000,1779026909475,826475,826475,7608,107,73.48,CRITICAL,RELIABLE,69.1035507243799,0.298305999867755
P-18Y,CONTROL,TIKTOK,1779026119000,1779026564761,445761,445761,16976,24,32.61,SAFE,RELIABLE,57.3023786895211,0.290014758896608
P-09X,INTERVENTION,TIKTOK,1779026373000,1779027276236,903236,729701,7491,120,74.36,CRITICAL,RELIABLE,67.7855624707766,0.235959042653962
P-23X,INTERVENTION,FACEBOOK,1779026394000,1779026759902,365902,317650,6881,57,35.36,WARNING,RELIABLE,15.9659692153782,0.126407460302229
P-50Y,CONTROL,INSTAGRAM,1779026692000,1779026851175,159175,159175,21366,10,0.0,SAFE,RELIABLE,0.1258489209191,0.361981937486246
P-08Y,CONTROL,INSTAGRAM,1779026824000,1779029901486,3077486,3077486,5548,556,99.0,CRITICAL,RELIABLE,85.8258904122246,0.372681145230421
P-06Y,CONTROL,INSTAGRAM,1779026926000,1779028184852,1258852,1258852,4672,266,99.0,CRITICAL,RELIABLE,94.1138291017887,0.207130127260511
P-03X,INTERVENTION,INSTAGRAM,1779027527000,1779030434961,2907961,2843070,2245,1298,99.0,CRITICAL,RELIABLE,80.1360384217846,0.150466774525913
P-07X,INTERVENTION,FACEBOOK,1779027766000,1779029160658,1394658,1242901,6056,236,91.87,CRITICAL,RELIABLE,67.4878874770847,0.118046596692012
P-01X,INTERVENTION,INSTAGRAM,1779028145000,1779029289623,1144623,1037945,5215,217,90.51,CRITICAL,RELIABLE,69.3023341210465,0.196266895347153
P-13X,INTERVENTION,TIKTOK,1779028363000,1779029550255,1187255,1047033,3490,346,84.19,CRITICAL,RELIABLE,62.5885737831453,0.262502479334307
P-11X,INTERVENTION,TIKTOK,1779029364000,1779031330657,1966657,1822285,3778,519,86.6,CRITICAL,SENTIMENT_UNRELIABLE,,0.504731174095954
P-13X,INTERVENTION,TIKTOK,1779059164000,1779060690441,1526441,1446108,8491,182,87.24,CRITICAL,RELIABLE,86.4909807409959,0.236603886103274
P-47X,INTERVENTION,TIKTOK,1779059221000,1779059586829,365829,365829,14381,24,0.0,SAFE,RELIABLE,16.7644112728929,0.402923144909086
P-04Y,CONTROL,TIKTOK,1779059864000,1779061358286,1494286,1494286,1995,748,99.0,CRITICAL,RELIABLE,68.2320774273821,0.401696089059391
P-16Y,CONTROL,FACEBOOK,1779060560000,1779063074517,2514517,2514517,7682,327,92.03,CRITICAL,RELIABLE,53.2584049502485,0.222222347309137
P-08Y,CONTROL,INSTAGRAM,1779060749000,1779062837718,2088718,2088718,3965,531,95.96,CRITICAL,SENTIMENT_UNRELIABLE,,0.721708113674783
P-19X,INTERVENTION,TIKTOK,1779061195000,1779062487656,1292656,1231314,16433,78,41.67,WARNING,RELIABLE,48.3803564040584,0.093675144107829
P-32Y,CONTROL,TIKTOK,1779061851000,1779062267689,416689,416689,23553,19,13.45,SAFE,RELIABLE,11.2008642129244,0.32333062117249
P-26Y,CONTROL,TIKTOK,1779061862000,1779062705970,843970,843970,9929,89,39.64,WARNING,RELIABLE,26.1846166337286,0.41925120581961
P-05X,INTERVENTION,TIKTOK,1779062087000,1779063551482,1464482,1373302,3667,399,87.74,CRITICAL,SENTIMENT_UNRELIABLE,,0.913256016362885
P-08Y,CONTROL,TIKTOK,1779063220000,1779065989148,2769148,2769148,5838,471,99.0,CRITICAL,RELIABLE,57.2357028197678,0.085923661283304
P-01X,INTERVENTION,TIKTOK,1779063441000,1779064614439,1173439,1014551,5188,231,91.48,CRITICAL,RELIABLE,70.9143832707369,0.120622639873542
P-25X,INTERVENTION,TIKTOK,1779064112000,1779064640817,528817,528817,17424,33,27.44,SAFE,SENTIMENT_UNRELIABLE,,0.570213030556026
P-28Y,CONTROL,INSTAGRAM,1779064250000,1779065200758,950758,950758,6822,145,50.59,WARNING,SENTIMENT_UNRELIABLE,,0.852182181075528
P-10Y,CONTROL,FACEBOOK,1779065248000,1779066522980,1274980,1274980,5158,248,83.28,CRITICAL,RELIABLE,65.6481915994443,0.102684043826975
P-24Y,CONTROL,INSTAGRAM,1779065372000,1779066279443,907443,907443,15086,57,37.75,WARNING,RELIABLE,47.6872992952786,0.35866824721941
P-18Y,CONTROL,FACEBOOK,1779066155000,1779066722349,567349,567349,12890,41,39.58,WARNING,RELIABLE,55.5245589734317,0.284447810255539
P-12Y,CONTROL,INSTAGRAM,1779066777000,1779067670066,893066,893066,3767,237,80.71,CRITICAL,RELIABLE,66.2628603304905,0.20349108345771
P-08Y,CONTROL,TIKTOK,1779066964000,1779068323820,1359820,1359820,4757,288,90.43,CRITICAL,RELIABLE,56.9203387739042,0.247109640728137
P-03X,INTERVENTION,INSTAGRAM,1779067121000,1779070083218,2962218,2817736,6358,463,99.0,CRITICAL,RELIABLE,80.5127872305364,0.309249780056863
P-21X,INTERVENTION,FACEBOOK,1779067165000,1779068393507,1228507,1154468,8031,151,57.08,WARNING,RELIABLE,52.6608881611149,0.399465509934333
P-13X,INTERVENTION,INSTAGRAM,1779067485000,1779069558888,2073888,2031470,3741,554,88.17,CRITICAL,SENTIMENT_UNRELIABLE,,0.981160838762342
P-15X,INTERVENTION,FACEBOOK,1779067710000,1779068558707,848707,669288,8881,94,73.2,CRITICAL,RELIABLE,74.7120909721211,0.32434201002893
P-48Y,CONTROL,INSTAGRAM,1779067973000,1779068249538,276538,276538,17925,20,0.0,SAFE,RELIABLE,8.2640242946947,0.183797132513807
P-49X,INTERVENTION,TIKTOK,1779068331000,1779068461406,130406,130406,18941,6,0.0,SAFE,RELIABLE,5.3156739851826,0.260866623832799
P-24Y,CONTROL,FACEBOOK,1779068548000,1779069585307,1037307,1037307,9560,109,42.53,WARNING,RELIABLE,24.5590309775902,0.274714561616239
P-07X,INTERVENTION,INSTAGRAM,1779068845000,1779070902170,2057170,1984846,2828,729,99.0,CRITICAL,RELIABLE,77.5644787424878,0.254859936516711
P-10Y,CONTROL,FACEBOOK,1779068995000,1779069831330,836330,836330,2857,290,80.6,CRITICAL,RELIABLE,63.0856846175036,0.205785321101788
P-48Y,CONTROL,TIKTOK,1779069347000,1779069599714,252714,252714,28533,6,0.0,SAFE,RELIABLE,6.4152766186376,0.074176524798072
P-27X,INTERVENTION,INSTAGRAM,1779069943000,1779070986348,1043348,999250,7492,140,44.69,WARNING,RELIABLE,18.9074332687771,0.065472635282952
P-10Y,CONTROL,INSTAGRAM,1779070277000,1779071713538,1436538,1436538,3777,380,79.14,CRITICAL,SENTIMENT_UNRELIABLE,,0.632176194017735
P-02Y,CONTROL,TIKTOK,1779071953000,1779076017933,4064933,4064933,5674,719,99.0,CRITICAL,RELIABLE,61.1383729536412,0.086885639403576
P-45X,INTERVENTION,TIKTOK,1779072718000,1779073021671,303671,303671,20623,11,0.0,SAFE,RELIABLE,14.5995368254046,0.237743550820607
P-01X,INTERVENTION,INSTAGRAM,1779072880000,1779074300330,1420330,1300299,2607,543,99.0,CRITICAL,RELIABLE,88.190675353087,0.197959203383559
P-20Y,CONTROL,TIKTOK,1779073082000,1779073601962,519962,519962,16272,35,21.12,SAFE,RELIABLE,18.122978501964,0.344109089223325
P-28Y,CONTROL,FACEBOOK,1779073223000,1779074422045,1199045,1199045,10772,114,43.66,WARNING,RELIABLE,28.0707618510787,0.388316514843697
P-11X,INTERVENTION,INSTAGRAM,1779074770000,1779077207993,2437993,2339294,8960,276,87.94,CRITICAL,RELIABLE,51.3323716493015,0.372850566012761
P-01X,INTERVENTION,INSTAGRAM,1779075018000,1779076301891,1283891,1245039,5597,231,81.58,CRITICAL,SENTIMENT_UNRELIABLE,,0.981885373621941
P-21X,INTERVENTION,TIKTOK,1779076290000,1779076919335,629335,629335,16128,43,22.78,SAFE,RELIABLE,18.5209233488962,0.354047250636099
P-14Y,CONTROL,INSTAGRAM,1779076581000,1779078432386,1851386,1851386,2873,641,99.0,CRITICAL,RELIABLE,88.5182083953579,0.397788001156446
P-18Y,CONTROL,TIKTOK,1779077045000,1779077816803,771803,771803,10514,76,47.11,WARNING,RELIABLE,56.1388616674577,0.204535003358039
P-50Y,CONTROL,FACEBOOK,1779077185000,1779077428548,243548,243548,22672,13,0.0,SAFE,RELIABLE,2.1256955440882,0.052311622208274
P-02Y,CONTROL,INSTAGRAM,1779077376000,1779078914374,1538374,1538374,5427,280,99.0,CRITICAL,RELIABLE,81.3025970643925,0.348105527296808
P-04Y,CONTROL,INSTAGRAM,1779078102000,1779080001207,1899207,1899207,3962,482,99.0,CRITICAL,RELIABLE,77.9475223722041,0.39062750342562
P-08Y,CONTROL,TIKTOK,1779078506000,1779080264588,1758588,1758588,2791,632,99.0,CRITICAL,RELIABLE,79.4406621003812,0.311162927376263
P-19X,INTERVENTION,INSTAGRAM,1779078719000,1779079546532,827532,817390,11524,77,43.62,WARNING,RELIABLE,48.7033205592662,0.085294424613737
P-46Y,CONTROL,TIKTOK,1779078810000,1779079056413,246413,246413,18519,19,0.0,SAFE,RELIABLE,2.0256718537205,0.278952067676532
P-41X,INTERVENTION,FACEBOOK,1779078983000,1779079193425,210425,210425,33188,7,0.0,SAFE,RELIABLE,2.0359527957558,0.402983855447833
P-22Y,CONTROL,TIKTOK,1779080084000,1779080497473,413473,413473,15370,24,32.02,SAFE,RELIABLE,53.1983083255847,0.117805208558769
P-16Y,CONTROL,TIKTOK,1779080500000,1779081854675,1354675,1354675,4961,278,75.76,CRITICAL,SENTIMENT_UNRELIABLE,,0.729670271300832
P-13X,INTERVENTION,INSTAGRAM,1779081549000,1779082380302,831302,781909,3916,209,76.77,CRITICAL,RELIABLE,57.5411476250723,0.389618626126999
P-07X,INTERVENTION,INSTAGRAM,1779081657000,1779083148148,1491148,1345178,3137,481,99.0,CRITICAL,RELIABLE,83.541613536387,0.180815717422728
P-23X,INTERVENTION,FACEBOOK,1779081661000,1779082394611,733611,733611,15277,52,29.83,SAFE,RELIABLE,31.7090867041032,0.290012232045985
P-08Y,CONTROL,TIKTOK,1779081943000,1779083158010,1215010,1215010,2890,418,85.68,CRITICAL,SENTIMENT_UNRELIABLE,,0.855929871052197
P-15X,INTERVENTION,TIKTOK,1779082018000,1779084257696,2239696,2065344,6431,350,93.09,CRITICAL,RELIABLE,61.3390886598121,0.259097946927749
P-42Y,CONTROL,INSTAGRAM,1779082299000,1779082677061,378061,378061,25494,17,0.0,SAFE,RELIABLE,14.2247606062953,0.084146782541642
P-14Y,CONTROL,INSTAGRAM,1779082530000,1779084618237,2088237,2088237,7143,295,98.07,CRITICAL,RELIABLE,87.7392303939458,0.297411212725279
P-25X,INTERVENTION,FACEBOOK,1779083328000,1779084557115,1229115,1161272,17625,67,38.73,WARNING,RELIABLE,41.9598508817091,0.344158096960565
P-17X,INTERVENTION,INSTAGRAM,1779083840000,1779084594578,754578,745402,7009,106,53.3,WARNING,RELIABLE,55.6785728640884,0.227127440671841
P-45X,INTERVENTION,TIKTOK,1779084210000,1779084731134,521134,521134,14190,34,0.0,SAFE,RELIABLE,11.0796856531978,0.054378556660942
P-35X,INTERVENTION,INSTAGRAM,1779084384000,1779085552537,1168537,1168537,14291,78,28.51,SAFE,RELIABLE,15.1959326392022,0.173652564011774
P-01X,INTERVENTION,TIKTOK,1779084795000,1779087567350,2772350,2697987,3818,726,99.0,CRITICAL,RELIABLE,60.7473797171334,0.413565023620146
P-11X,INTERVENTION,TIKTOK,1779086337000,1779087479267,1142267,973925,5070,229,83.01,CRITICAL,RELIABLE,70.1374157608969,0.370640695875227
P-01X,INTERVENTION,FACEBOOK,1779086368000,1779088855674,2487674,2312921,5739,435,99.0,CRITICAL,RELIABLE,67.741316376844,0.355694450515325
P-19X,INTERVENTION,TIKTOK,1779087123000,1779088244319,1121319,1056393,15125,76,37.8,WARNING,RELIABLE,38.6850328313174,0.066970629574327
P-43X,INTERVENTION,INSTAGRAM,1779087499000,1779087634807,135807,135807,37804,2,0.0,SAFE,RELIABLE,4.648671757389,0.174070390764493
P-09X,INTERVENTION,FACEBOOK,1779087520000,1779089386541,1866541,1711206,3278,569,98.52,CRITICAL,RELIABLE,76.2504077952348,0.243896545656464
P-05X,INTERVENTION,INSTAGRAM,1779088149000,1779090307776,2158776,2012211,5093,428,99.0,CRITICAL,RELIABLE,94.2762298587654,0.21909127498557
P-12Y,CONTROL,TIKTOK,1779088624000,1779090564609,1940609,1940609,3882,505,90.38,CRITICAL,RELIABLE,51.0807273270072,0.161700888900922
P-36Y,CONTROL,FACEBOOK,1779089027000,1779089435070,408070,408070,9401,49,33.35,WARNING,RELIABLE,35.0910525400771,0.265456424495781
P-02Y,CONTROL,INSTAGRAM,1779089114000,1779090721994,1607994,1607994,5893,277,99.0,CRITICAL,RELIABLE,97.2994776636593,0.361809083914893
P-14Y,CONTROL,INSTAGRAM,1779089205000,1779090619155,1414155,1414155,4237,334,90.9,CRITICAL,RELIABLE,77.9339990926741,0.344287280345851
P-09X,INTERVENTION,INSTAGRAM,1779089573000,1779091075558,1502558,1344443,8984,173,70.3,CRITICAL,SENTIMENT_UNRELIABLE,,0.656517412932564
P-17X,INTERVENTION,TIKTOK,1779090310000,1779091031684,721684,684093,14295,52,34.35,WARNING,RELIABLE,40.627976997039,0.168601346455513
P-12Y,CONTROL,FACEBOOK,1779090531000,1779092354413,1823413,1823413,6859,265,78.8,CRITICAL,SENTIMENT_UNRELIABLE,,0.82429227725248
P-25X,INTERVENTION,INSTAGRAM,1779092460000,1779093116464,656464,656464,15803,40,32.97,SAFE,RELIABLE,47.9986263162486,0.267316737501074
P-04Y,CONTROL,FACEBOOK,1779092531000,1779095788374,3257374,3257374,2031,1608,99.0,CRITICAL,RELIABLE,98.0686441268776,0.34475587644542
P-14Y,CONTROL,INSTAGRAM,1779092560000,1779093797690,1237690,1237690,8465,151,72.66,CRITICAL,RELIABLE,53.4873606625088,0.121576021997934
P-12Y,CONTROL,INSTAGRAM,1779092797000,1779094202028,1405028,1405028,3046,463,80.06,CRITICAL,SENTIMENT_UNRELIABLE,,0.582167050510972
P-21X,INTERVENTION,TIKTOK,1779093268000,1779093912760,644760,585079,7575,91,48.68,WARNING,RELIABLE,49.4025492060807,0.249531662402347
P-10Y,CONTROL,INSTAGRAM,1779093447000,1779094716901,1269901,1269901,4427,289,88.37,CRITICAL,RELIABLE,77.4954727616915,0.142073281826511
P-22Y,CONTROL,FACEBOOK,1779093449000,1779093928542,479542,479542,12148,39,33.97,WARNING,SENTIMENT_UNRELIABLE,,0.844465744898656
P-43X,INTERVENTION,FACEBOOK,1779093644000,1779093757499,113499,113499,17252,5,0.0,SAFE,RELIABLE,19.2166650032931,0.314258231650541
P-04Y,CONTROL,TIKTOK,1779093828000,1779095142393,1314393,1314393,3683,358,85.59,CRITICAL,SENTIMENT_UNRELIABLE,,0.563874461886937
P-17X,INTERVENTION,FACEBOOK,1779094839000,1779095343208,504208,504208,17237,35,29.38,SAFE,RELIABLE,44.6357032731764,0.242690494237294
P-02Y,CONTROL,TIKTOK,1779094973000,1779096584369,1611369,1611369,6710,238,84.1,CRITICAL,SENTIMENT_UNRELIABLE,,0.825152394865404
P-07X,INTERVENTION,FACEBOOK,1779095409000,1779097048649,1639649,1561276,4281,383,89.05,CRITICAL,SENTIMENT_UNRELIABLE,,0.931596871403188
P-04Y,CONTROL,INSTAGRAM,1779095609000,1779099168214,3559214,3559214,6145,580,99.0,CRITICAL,RELIABLE,76.6379292351357,0.352419329993026
P-06Y,CONTROL,INSTAGRAM,1779096741000,1779099608355,2867355,2867355,5877,490,99.0,CRITICAL,RELIABLE,93.8672694821332,0.387825768676294
P-04Y,CONTROL,FACEBOOK,1779096918000,1779098437795,1519795,1519795,6268,248,97.39,CRITICAL,RELIABLE,80.4720595630244,0.411242043171437
P-36Y,CONTROL,FACEBOOK,1779097036000,1779098232969,1196969,1196969,12055,105,41.68,WARNING,RELIABLE,41.98469019321,0.266210241089191
P-50Y,CONTROL,INSTAGRAM,1779097242000,1779097823154,581154,581154,18734,29,4.18,SAFE,SENTIMENT_UNRELIABLE,,0.571280885594054
P-03X,INTERVENTION,TIKTOK,1779097945000,1779101778740,3833740,3733521,5892,654,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.762135731733571
P-09X,INTERVENTION,TIKTOK,1779098118000,1779099165384,1047384,900297,6631,156,85.18,CRITICAL,RELIABLE,90.2187686816176,0.284428174363398
P-02Y,CONTROL,TIKTOK,1779098121000,1779101487565,3366565,3366565,3055,1103,99.0,CRITICAL,RELIABLE,92.6865237262857,0.361188584541424
P-41X,INTERVENTION,TIKTOK,1779098528000,1779098680254,152254,152254,12891,11,9.97,SAFE,SENTIMENT_UNRELIABLE,,0.70802076594689
P-16Y,CONTROL,TIKTOK,1779098532000,1779100300567,1768567,1768567,5725,311,84.7,CRITICAL,RELIABLE,51.6941525962984,0.125203644478199
P-11X,INTERVENTION,INSTAGRAM,1779099262000,1779100187229,925229,827774,5884,155,85.11,CRITICAL,RELIABLE,91.0142592401814,0.320307850339396
P-04Y,CONTROL,TIKTOK,1779099393000,1779103152275,3759275,3759275,1842,2043,99.0,CRITICAL,RELIABLE,63.8543841977898,0.386343452551024
P-08Y,CONTROL,TIKTOK,1779099890000,1779101671553,1781553,1781553,6896,257,95.22,CRITICAL,RELIABLE,65.8597538474396,0.091753401406123
P-29X,INTERVENTION,INSTAGRAM,1779099908000,1779100883471,975471,975471,16469,60,23.05,SAFE,RELIABLE,16.625499640501,0.267904403794059
P-42Y,CONTROL,TIKTOK,1779100001000,1779100123613,122613,122613,39424,4,0.0,SAFE,RELIABLE,4.1672537498862,0.297914033856268
P-05X,INTERVENTION,INSTAGRAM,1779100370000,1779101759374,1389374,1223559,3536,396,99.0,CRITICAL,RELIABLE,84.3213304839058,0.37476473649235
P-28Y,CONTROL,TIKTOK,1779100452000,1779101058930,606930,606930,7803,78,50.96,WARNING,RELIABLE,59.5282575478594,0.257622637997671
P-32Y,CONTROL,TIKTOK,1779100492000,1779100901939,409939,409939,16846,28,16.45,SAFE,RELIABLE,20.8631114633931,0.351581205652975
P-26Y,CONTROL,TIKTOK,1779100505000,1779101729190,1224190,1224190,16526,79,38.4,WARNING,RELIABLE,41.1589875268606,0.141043555951375
P-30Y,CONTROL,TIKTOK,1779100530000,1779101445928,915928,915928,9264,104,36.03,WARNING,RELIABLE,20.3567130357836,0.167839832402519
P-01X,INTERVENTION,TIKTOK,1779100753000,1779102002143,1249143,1163584,5382,235,97.09,CRITICAL,RELIABLE,86.2528120665431,0.10142438114936
P-14Y,CONTROL,TIKTOK,1779101098000,1779102156992,1058992,1058992,7984,134,65.93,WARNING,SENTIMENT_UNRELIABLE,,0.869862599450149
P-07X,INTERVENTION,FACEBOOK,1779101131000,1779102331975,1200975,1087926,3554,335,99.0,CRITICAL,RELIABLE,89.4769839633958,0.381888164589786
P-46Y,CONTROL,INSTAGRAM,1779102572000,1779102921946,349946,349946,25143,12,0.0,SAFE,RELIABLE,24.5259274035773,0.070151460956691
P-27X,INTERVENTION,INSTAGRAM,1779102767000,1779103538784,771784,738552,8399,93,49.17,WARNING,RELIABLE,50.1706450064167,0.213769220956451
P-11X,INTERVENTION,FACEBOOK,1779103648000,1779105356287,1708287,1629767,2666,637,92.65,CRITICAL,RELIABLE,61.2610668182632,0.08431005096447
P-28Y,CONTROL,INSTAGRAM,1779103649000,1779104763599,1114599,1114599,17297,64,33.77,WARNING,RELIABLE,31.4948060777686,0.206457019802284
P-23X,INTERVENTION,TIKTOK,1779103874000,1779105379998,1505998,1481525,16608,94,47.42,WARNING,RELIABLE,56.9435472091013,0.048230064387293
P-19X,INTERVENTION,INSTAGRAM,1779103988000,1779104547982,559982,475304,10901,56,44.28,WARNING,RELIABLE,58.8718558520718,0.376327529235271
P-20Y,CONTROL,TIKTOK,1779104405000,1779104884457,479457,479457,10462,48,32.41,SAFE,RELIABLE,22.7459964665431,0.276117811554548
P-03X,INTERVENTION,INSTAGRAM,1779104594000,1779106002775,1408775,1265729,5314,270,83.86,CRITICAL,SENTIMENT_UNRELIABLE,,0.61581411521141
P-14Y,CONTROL,TIKTOK,1779105670000,1779106659644,989644,989644,3796,259,72.81,CRITICAL,SENTIMENT_UNRELIABLE,,0.899199994839514
P-24Y,CONTROL,TIKTOK,1779105705000,1779106449999,744999,744999,11019,67,39.26,WARNING,RELIABLE,35.7342096339988,0.21932015604636
P-50Y,CONTROL,TIKTOK,1779105729000,1779106039727,310727,310727,12249,26,2.31,SAFE,RELIABLE,21.5794254820617,0.09880173727842
P-40Y,CONTROL,TIKTOK,1779105757000,1779106156537,399537,399537,12978,27,5.57,SAFE,RELIABLE,13.3621821547743,0.13736378259061
P-05X,INTERVENTION,INSTAGRAM,1779105840000,1779107354619,1514619,1336341,6124,253,99.0,CRITICAL,RELIABLE,99.4067160690857,0.195812372269859
P-03X,INTERVENTION,INSTAGRAM,1779105856000,1779110033343,4177343,4086475,5611,747,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.718667175502204
P-08Y,CONTROL,FACEBOOK,1779106201000,1779107909342,1708342,1708342,4253,402,99.0,CRITICAL,RELIABLE,76.714720740013,0.194220278465801
P-27X,INTERVENTION,INSTAGRAM,1779106290000,1779107102336,812336,725111,12556,64,40.34,WARNING,RELIABLE,45.1612261071564,0.060190208968912
P-12Y,CONTROL,INSTAGRAM,1779107877000,1779109140328,1263328,1263328,7970,156,84.87,CRITICAL,RELIABLE,87.5972043238012,0.071028121253114
P-25X,INTERVENTION,TIKTOK,1779108090000,1779108495173,405173,404908,9669,38,41.81,WARNING,RELIABLE,50.7457389027253,0.351823918306022
P-09X,INTERVENTION,FACEBOOK,1779108161000,1779110803398,2642398,2479031,4421,599,99.0,CRITICAL,RELIABLE,86.712068866342,0.275709754649303
P-10Y,CONTROL,INSTAGRAM,1779108193000,1779109769175,1576175,1576175,3955,401,84.22,CRITICAL,RELIABLE,48.3000197494012,0.129569775489672
P-15X,INTERVENTION,TIKTOK,1779108243000,1779110001973,1758973,1655567,5068,349,88.51,CRITICAL,RELIABLE,60.1762704703532,0.412052062929014
P-06Y,CONTROL,INSTAGRAM,1779108573000,1779110680007,2107007,2107007,6521,323,91.43,CRITICAL,SENTIMENT_UNRELIABLE,,0.933846933975743
P-06Y,CONTROL,TIKTOK,1779109760000,1779112286903,2526903,2526903,5056,503,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.726592745750748
P-04Y,CONTROL,TIKTOK,1779110856000,1779113215039,2359039,2359039,3294,720,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.539257202308387
