study_code,timestamp_ms,platform,event_type,details_code,affected_session_id
P-12Y,1779092795000,,SERVICE_STARTED,service_connected,
P-12Y,1779092797300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-25X,1779093116468,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-25X,1779093146464,INSTAGRAM,SESSION_FINALIZED,session_saved,1252
P-21X,1779093266000,,SERVICE_STARTED,service_connected,
P-21X,1779093268300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1779093445000,,SERVICE_STARTED,service_connected,
P-22Y,1779093447000,,SERVICE_STARTED,service_connected,
P-10Y,1779093447300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-22Y,1779093449300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-43X,1779093642000,,SERVICE_STARTED,service_connected,
P-43X,1779093644300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-43X,1779093757503,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-43X,1779093787499,FACEBOOK,SESSION_FINALIZED,session_saved,1259
P-14Y,1779093797694,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779093826000,,SERVICE_STARTED,service_connected,
P-14Y,1779093827690,INSTAGRAM,SESSION_FINALIZED,session_saved,1254
P-04Y,1779093828300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-21X,1779093912764,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-22Y,1779093928546,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1779093942760,TIKTOK,SESSION_FINALIZED,session_saved,1256
P-22Y,1779093958524,FACEBOOK,HIGH_OOV,sentiment_unreliable,1258
P-22Y,1779093958542,FACEBOOK,SESSION_FINALIZED,session_saved,1258
P-12Y,1779094202032,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1779094232010,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1255
P-12Y,1779094232028,INSTAGRAM,SESSION_FINALIZED,session_saved,1255
P-10Y,1779094716905,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779094746901,INSTAGRAM,SESSION_FINALIZED,session_saved,1257
P-17X,1779094837000,,SERVICE_STARTED,service_connected,
P-17X,1779094839300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-02Y,1779094971000,,SERVICE_STARTED,service_connected,
P-02Y,1779094973300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-04Y,1779095142397,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779095172375,TIKTOK,HIGH_OOV,sentiment_unreliable,1260
P-04Y,1779095172393,TIKTOK,SESSION_FINALIZED,session_saved,1260
P-17X,1779095343212,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1779095373208,FACEBOOK,SESSION_FINALIZED,session_saved,1261
P-07X,1779095407000,,SERVICE_STARTED,service_connected,
P-07X,1779095409300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-04Y,1779095607000,,SERVICE_STARTED,service_connected,
P-04Y,1779095609300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779095788378,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779095818374,FACEBOOK,SESSION_FINALIZED,session_saved,1253
P-02Y,1779096584373,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779096614351,TIKTOK,HIGH_OOV,sentiment_unreliable,1262
P-02Y,1779096614369,TIKTOK,SESSION_FINALIZED,session_saved,1262
P-06Y,1779096739000,,SERVICE_STARTED,service_connected,
P-06Y,1779096741300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779096916000,,SERVICE_STARTED,service_connected,
P-04Y,1779096918300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-36Y,1779097034000,,SERVICE_STARTED,service_connected,
P-36Y,1779097036300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-07X,1779097048653,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779097078631,FACEBOOK,HIGH_OOV,sentiment_unreliable,1263
P-07X,1779097078649,FACEBOOK,SESSION_FINALIZED,session_saved,1263
P-50Y,1779097240000,,SERVICE_STARTED,service_connected,
P-50Y,1779097242300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-50Y,1779097823158,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-50Y,1779097853136,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1268
P-50Y,1779097853154,INSTAGRAM,SESSION_FINALIZED,session_saved,1268
P-03X,1779097943000,,SERVICE_STARTED,service_connected,
P-03X,1779097945300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-09X,1779098116000,,SERVICE_STARTED,service_connected,
P-09X,1779098118300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779098119000,,SERVICE_STARTED,service_connected,
P-02Y,1779098121300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-36Y,1779098232973,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-36Y,1779098262969,FACEBOOK,SESSION_FINALIZED,session_saved,1267
P-04Y,1779098437799,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779098467795,FACEBOOK,SESSION_FINALIZED,session_saved,1266
P-41X,1779098526000,,SERVICE_STARTED,service_connected,
P-41X,1779098528300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1779098530000,,SERVICE_STARTED,service_connected,
P-16Y,1779098532300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-41X,1779098680258,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-41X,1779098710236,TIKTOK,HIGH_OOV,sentiment_unreliable,1272
P-41X,1779098710254,TIKTOK,SESSION_FINALIZED,session_saved,1272
P-09X,1779099165388,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779099168218,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779099195384,TIKTOK,SESSION_FINALIZED,session_saved,1270
P-04Y,1779099198214,INSTAGRAM,SESSION_FINALIZED,session_saved,1264
P-11X,1779099260000,,SERVICE_STARTED,service_connected,
P-11X,1779099262300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-04Y,1779099391000,,SERVICE_STARTED,service_connected,
P-04Y,1779099393300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1779099608359,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779099638355,INSTAGRAM,SESSION_FINALIZED,session_saved,1265
P-08Y,1779099888000,,SERVICE_STARTED,service_connected,
P-08Y,1779099890300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-29X,1779099906000,,SERVICE_STARTED,service_connected,
P-29X,1779099908300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-42Y,1779099999000,,SERVICE_STARTED,service_connected,
P-42Y,1779100001300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-42Y,1779100123617,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-42Y,1779100153613,TIKTOK,SESSION_FINALIZED,session_saved,1278
P-11X,1779100187233,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779100217229,INSTAGRAM,SESSION_FINALIZED,session_saved,1274
P-16Y,1779100300571,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779100330567,TIKTOK,SESSION_FINALIZED,session_saved,1273
P-05X,1779100368000,,SERVICE_STARTED,service_connected,
P-05X,1779100370300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-28Y,1779100450000,,SERVICE_STARTED,service_connected,
P-28Y,1779100452300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-32Y,1779100490000,,SERVICE_STARTED,service_connected,
P-32Y,1779100492300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-26Y,1779100503000,,SERVICE_STARTED,service_connected,
P-26Y,1779100505300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-30Y,1779100528000,,SERVICE_STARTED,service_connected,
P-30Y,1779100530300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-01X,1779100751000,,SERVICE_STARTED,service_connected,
P-01X,1779100753300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-29X,1779100883475,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-32Y,1779100901943,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-29X,1779100913471,INSTAGRAM,SESSION_FINALIZED,session_saved,1277
P-32Y,1779100931939,TIKTOK,SESSION_FINALIZED,session_saved,1281
P-28Y,1779101058934,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-28Y,1779101088930,TIKTOK,SESSION_FINALIZED,session_saved,1280
P-14Y,1779101096000,,SERVICE_STARTED,service_connected,
P-14Y,1779101098300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-07X,1779101129000,,SERVICE_STARTED,service_connected,
P-07X,1779101131300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-30Y,1779101445932,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-30Y,1779101475928,TIKTOK,SESSION_FINALIZED,session_saved,1283
P-02Y,1779101487569,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779101517565,TIKTOK,SESSION_FINALIZED,session_saved,1271
P-08Y,1779101671557,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779101701553,TIKTOK,SESSION_FINALIZED,session_saved,1276
P-26Y,1779101729194,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-26Y,1779101759190,TIKTOK,SESSION_FINALIZED,session_saved,1282
P-05X,1779101759378,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779101778744,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779101789374,INSTAGRAM,SESSION_FINALIZED,session_saved,1279
P-03X,1779101808722,TIKTOK,HIGH_OOV,sentiment_unreliable,1269
P-03X,1779101808740,TIKTOK,SESSION_FINALIZED,session_saved,1269
P-01X,1779102002147,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-01X,1779102032143,TIKTOK,SESSION_FINALIZED,session_saved,1284
P-14Y,1779102156996,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1779102186974,TIKTOK,HIGH_OOV,sentiment_unreliable,1285
P-14Y,1779102186992,TIKTOK,SESSION_FINALIZED,session_saved,1285
P-07X,1779102331979,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779102361975,FACEBOOK,SESSION_FINALIZED,session_saved,1286
P-46Y,1779102570000,,SERVICE_STARTED,service_connected,
P-46Y,1779102572300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-27X,1779102765000,,SERVICE_STARTED,service_connected,
P-27X,1779102767300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-46Y,1779102921950,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-46Y,1779102951946,INSTAGRAM,SESSION_FINALIZED,session_saved,1287
P-04Y,1779103152279,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779103182275,TIKTOK,SESSION_FINALIZED,session_saved,1275
P-27X,1779103538788,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-27X,1779103568784,INSTAGRAM,SESSION_FINALIZED,session_saved,1288
P-11X,1779103646000,,SERVICE_STARTED,service_connected,
P-28Y,1779103647000,,SERVICE_STARTED,service_connected,
P-11X,1779103648300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-28Y,1779103649300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-23X,1779103872000,,SERVICE_STARTED,service_connected,
P-23X,1779103874300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-19X,1779103986000,,SERVICE_STARTED,service_connected,
P-19X,1779103988300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-20Y,1779104403000,,SERVICE_STARTED,service_connected,
P-20Y,1779104405300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-19X,1779104547986,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-19X,1779104577982,INSTAGRAM,SESSION_FINALIZED,session_saved,1292
P-03X,1779104592000,,SERVICE_STARTED,service_connected,
P-03X,1779104594300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-28Y,1779104763603,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-28Y,1779104793599,INSTAGRAM,SESSION_FINALIZED,session_saved,1290
P-20Y,1779104884461,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-20Y,1779104914457,TIKTOK,SESSION_FINALIZED,session_saved,1293
P-11X,1779105356291,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-23X,1779105380002,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779105386287,FACEBOOK,SESSION_FINALIZED,session_saved,1289
P-23X,1779105409998,TIKTOK,SESSION_FINALIZED,session_saved,1291
P-14Y,1779105668000,,SERVICE_STARTED,service_connected,
P-14Y,1779105670300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-24Y,1779105703000,,SERVICE_STARTED,service_connected,
P-24Y,1779105705300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-50Y,1779105727000,,SERVICE_STARTED,service_connected,
P-50Y,1779105729300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-40Y,1779105755000,,SERVICE_STARTED,service_connected,
P-40Y,1779105757300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-05X,1779105838000,,SERVICE_STARTED,service_connected,
P-05X,1779105840300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-03X,1779105854000,,SERVICE_STARTED,service_connected,
P-03X,1779105856300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-03X,1779106002779,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779106032757,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1294
P-03X,1779106032775,INSTAGRAM,SESSION_FINALIZED,session_saved,1294
P-50Y,1779106039731,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-50Y,1779106069727,TIKTOK,SESSION_FINALIZED,session_saved,1297
P-40Y,1779106156541,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-40Y,1779106186537,TIKTOK,SESSION_FINALIZED,session_saved,1298
P-08Y,1779106199000,,SERVICE_STARTED,service_connected,
P-08Y,1779106201300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-27X,1779106288000,,SERVICE_STARTED,service_connected,
P-27X,1779106290300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-24Y,1779106450003,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-24Y,1779106479999,TIKTOK,SESSION_FINALIZED,session_saved,1296
P-14Y,1779106659648,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-14Y,1779106689626,TIKTOK,HIGH_OOV,sentiment_unreliable,1295
P-14Y,1779106689644,TIKTOK,SESSION_FINALIZED,session_saved,1295
P-27X,1779107102340,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-27X,1779107132336,INSTAGRAM,SESSION_FINALIZED,session_saved,1302
P-05X,1779107354623,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779107384619,INSTAGRAM,SESSION_FINALIZED,session_saved,1299
P-12Y,1779107875000,,SERVICE_STARTED,service_connected,
P-12Y,1779107877300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-08Y,1779107909346,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779107939342,FACEBOOK,SESSION_FINALIZED,session_saved,1301
P-25X,1779108088000,,SERVICE_STARTED,service_connected,
P-25X,1779108090300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-09X,1779108159000,,SERVICE_STARTED,service_connected,
P-09X,1779108161300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-10Y,1779108191000,,SERVICE_STARTED,service_connected,
P-10Y,1779108193300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-15X,1779108241000,,SERVICE_STARTED,service_connected,
P-15X,1779108243300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-25X,1779108495177,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-25X,1779108525173,TIKTOK,SESSION_FINALIZED,session_saved,1304
P-06Y,1779108571000,,SERVICE_STARTED,service_connected,
P-06Y,1779108573300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-12Y,1779109140332,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1779109170328,INSTAGRAM,SESSION_FINALIZED,session_saved,1303
P-06Y,1779109758000,,SERVICE_STARTED,service_connected,
P-06Y,1779109760300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-10Y,1779109769179,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-10Y,1779109799175,INSTAGRAM,SESSION_FINALIZED,session_saved,1306
P-15X,1779110001977,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-15X,1779110031973,TIKTOK,SESSION_FINALIZED,session_saved,1307
P-03X,1779110033347,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779110063325,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1300
P-03X,1779110063343,INSTAGRAM,SESSION_FINALIZED,session_saved,1300
P-06Y,1779110680011,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779110709989,INSTAGRAM,HIGH_OOV,sentiment_unreliable,1308
P-06Y,1779110710007,INSTAGRAM,SESSION_FINALIZED,session_saved,1308
P-09X,1779110803402,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779110833398,FACEBOOK,SESSION_FINALIZED,session_saved,1305
P-04Y,1779110854000,,SERVICE_STARTED,service_connected,
P-04Y,1779110856300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1779111153000,,SERVICE_STARTED,service_connected,
P-06Y,1779111155300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-12Y,1779111409000,,SERVICE_STARTED,service_connected,
P-12Y,1779111411300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-08Y,1779111692000,,SERVICE_STARTED,service_connected,
P-08Y,1779111694300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1779111709000,,SERVICE_STARTED,service_connected,
P-07X,1779111711300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1779111716000,,SERVICE_STARTED,service_connected,
P-16Y,1779111718300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1779112286907,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779112316885,TIKTOK,HIGH_OOV,sentiment_unreliable,1309
P-06Y,1779112316903,TIKTOK,SESSION_FINALIZED,session_saved,1309
P-17X,1779112608000,,SERVICE_STARTED,service_connected,
P-17X,1779112610300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-09X,1779113014000,,SERVICE_STARTED,service_connected,
P-09X,1779113016300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-16Y,1779113037713,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779113067691,TIKTOK,HIGH_OOV,sentiment_unreliable,1315
P-16Y,1779113067709,TIKTOK,SESSION_FINALIZED,session_saved,1315
P-03X,1779113132000,,SERVICE_STARTED,service_connected,
P-03X,1779113134300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-08Y,1779113209229,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779113215043,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779113239225,INSTAGRAM,SESSION_FINALIZED,session_saved,1313
P-04Y,1779113245021,TIKTOK,HIGH_OOV,sentiment_unreliable,1310
P-04Y,1779113245039,TIKTOK,SESSION_FINALIZED,session_saved,1310
P-02Y,1779113333000,,SERVICE_STARTED,service_connected,
P-02Y,1779113335300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-06Y,1779113442413,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779113472409,TIKTOK,SESSION_FINALIZED,session_saved,1311
P-17X,1779113603379,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-17X,1779113633375,TIKTOK,SESSION_FINALIZED,session_saved,1316
P-12Y,1779113828269,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-12Y,1779113858265,INSTAGRAM,SESSION_FINALIZED,session_saved,1312
P-11X,1779113950000,,SERVICE_STARTED,service_connected,
P-11X,1779113952300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-07X,1779114228656,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779114258634,TIKTOK,HIGH_OOV,sentiment_unreliable,1314
P-07X,1779114258652,TIKTOK,SESSION_FINALIZED,session_saved,1314
P-09X,1779114842834,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779114872830,TIKTOK,SESSION_FINALIZED,session_saved,1317
P-03X,1779114926238,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-03X,1779114956234,INSTAGRAM,SESSION_FINALIZED,session_saved,1318
P-07X,1779115015000,,SERVICE_STARTED,service_connected,
P-07X,1779115017300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-05X,1779115392000,,SERVICE_STARTED,service_connected,
P-05X,1779115394300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-11X,1779115405255,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779115435251,INSTAGRAM,SESSION_FINALIZED,session_saved,1320
P-21X,1779115482000,,SERVICE_STARTED,service_connected,
P-21X,1779115484300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-33X,1779115729000,,SERVICE_STARTED,service_connected,
P-33X,1779115731300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-16Y,1779115892000,,SERVICE_STARTED,service_connected,
P-16Y,1779115894300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-02Y,1779115902424,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779115932420,INSTAGRAM,SESSION_FINALIZED,session_saved,1319
P-11X,1779116411000,,SERVICE_STARTED,service_connected,
P-11X,1779116413300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-33X,1779116422732,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-33X,1779116452728,FACEBOOK,SESSION_FINALIZED,session_saved,1324
P-07X,1779116472844,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-07X,1779116502840,INSTAGRAM,SESSION_FINALIZED,session_saved,1321
P-21X,1779116667645,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-21X,1779116697641,FACEBOOK,SESSION_FINALIZED,session_saved,1323
P-11X,1779117207867,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-11X,1779117237863,INSTAGRAM,SESSION_FINALIZED,session_saved,1326
P-05X,1779117295817,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-05X,1779117325795,FACEBOOK,HIGH_OOV,sentiment_unreliable,1322
P-05X,1779117325813,FACEBOOK,SESSION_FINALIZED,session_saved,1322
P-16Y,1779117524273,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-16Y,1779117554269,FACEBOOK,SESSION_FINALIZED,session_saved,1325
P-04Y,1779145638000,,SERVICE_STARTED,service_connected,
P-04Y,1779145640300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-09X,1779145712000,,SERVICE_STARTED,service_connected,
P-09X,1779145714300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-28Y,1779146055000,,SERVICE_STARTED,service_connected,
P-28Y,1779146057300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-28Y,1779146504541,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-08Y,1779146505000,,SERVICE_STARTED,service_connected,
P-08Y,1779146507300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-28Y,1779146534537,INSTAGRAM,SESSION_FINALIZED,session_saved,1329
P-09X,1779147067000,,SERVICE_STARTED,service_connected,
P-09X,1779147069300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779147265000,,SERVICE_STARTED,service_connected,
P-02Y,1779147267300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-09X,1779147313194,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779147343190,INSTAGRAM,SESSION_FINALIZED,session_saved,1328
P-44Y,1779147544000,,SERVICE_STARTED,service_connected,
P-44Y,1779147546300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-30Y,1779147715000,,SERVICE_STARTED,service_connected,
P-30Y,1779147717300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-44Y,1779147771104,FACEBOOK,TARGET_BACKGROUND,target_background_bridge_started,
P-44Y,1779147801100,FACEBOOK,SESSION_FINALIZED,session_saved,1333
P-27X,1779148148000,,SERVICE_STARTED,service_connected,
P-27X,1779148150300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-06Y,1779148155000,,SERVICE_STARTED,service_connected,
P-06Y,1779148157300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-09X,1779148179624,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-09X,1779148209620,TIKTOK,SESSION_FINALIZED,session_saved,1331
P-30Y,1779148289887,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-30Y,1779148319883,INSTAGRAM,SESSION_FINALIZED,session_saved,1334
P-04Y,1779148526105,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-04Y,1779148556083,TIKTOK,HIGH_OOV,sentiment_unreliable,1327
P-04Y,1779148556101,TIKTOK,SESSION_FINALIZED,session_saved,1327
P-49X,1779148739000,,SERVICE_STARTED,service_connected,
P-49X,1779148741300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-16Y,1779148893000,,SERVICE_STARTED,service_connected,
P-16Y,1779148895300,FACEBOOK,TARGET_FOREGROUND,facebook_foreground,
P-27X,1779149194364,TIKTOK,TARGET_BACKGROUND,target_background_bridge_started,
P-27X,1779149224360,TIKTOK,SESSION_FINALIZED,session_saved,1335
P-49X,1779149313903,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-49X,1779149343899,INSTAGRAM,SESSION_FINALIZED,session_saved,1337
P-22Y,1779149406000,,SERVICE_STARTED,service_connected,
P-22Y,1779149408300,INSTAGRAM,TARGET_FOREGROUND,instagram_foreground,
P-33X,1779149526000,,SERVICE_STARTED,service_connected,
P-33X,1779149528300,TIKTOK,TARGET_FOREGROUND,tiktok_foreground,
P-02Y,1779149635212,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-06Y,1779149642071,INSTAGRAM,TARGET_BACKGROUND,target_background_bridge_started,
P-02Y,1779149665208,INSTAGRAM,SESSION_FINALIZED,session_saved,1332
